ID,StreamId,Timestamp,RecordSendRate,RecordsPerRequestAvg,ProcessLatencyAvg,ProcessRate,MessagesInPerSecond,BytesInPerSecond,BytesOutPerSecond,FetchRequestRate,ProduceRequestRate,RequestLatencyAvg,RequestLatencyMax,CommitLatencyAvg,CommitLatencyMax,RequestSizeAvg,RequestSizeMax,ResponseQueueTimeAvg,ResponseQueueTimeMax,ResponseSendTimeAvg,ResponseSendTimeMax
1,aggregation_5ms_window,1701375094980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,aggregation_10ms_window,1701375095000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,aggregation_25ms_window,1701375095002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,baseline,1701375095033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,aggregation_100ms_window,1701375095042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,aggregation_50ms_window,1701375095044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,aggregation_5ms_window,1701375109733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0
8,aggregation_10ms_window,1701375109744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,124.0,0.0,0.0,0.0,0.0
9,aggregation_25ms_window,1701375109750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,124.0,0.0,0.0,0.0,0.0
10,baseline,1701375109752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0
11,aggregation_100ms_window,1701375109752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,125.0,0.0,0.0,0.0,0.0
12,aggregation_50ms_window,1701375109753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0
13,aggregation_5ms_window,1701375124728,0.0,0.0,4.739348298435679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0
14,aggregation_10ms_window,1701375124773,0.0,0.0,5.773171606167098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,124.0,0.0,0.0,0.0,0.0
15,aggregation_25ms_window,1701375124774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,124.0,0.0,0.0,0.0,0.0
16,baseline,1701375124775,1174.0904107493436,43.27981220657277,1.0482562654805785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,16506.0,0.0,0.0,0.0,0.0
17,aggregation_100ms_window,1701375124777,0.0,0.0,14.511790865702574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,125.0,0.0,0.0,0.0,0.0
18,aggregation_50ms_window,1701375124779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0
19,aggregation_5ms_window,1701375139772,0.0,0.0,3.6578598066581685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0
20,aggregation_10ms_window,1701375139774,0.0,0.0,5.092342692221457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,124.0,0.0,0.0,0.0,0.0
21,aggregation_25ms_window,1701375139775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,124.0,0.0,0.0,0.0,0.0
22,baseline,1701375139775,4843.676804190259,43.14588467225234,0.4414977948940671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,16506.0,0.0,0.0,0.0,0.0
23,aggregation_100ms_window,1701375139776,0.0,0.0,13.765720127734955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,125.0,0.0,0.0,0.0,0.0
24,aggregation_50ms_window,1701375139777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0
25,aggregation_5ms_window,1701375154715,3.599788247750132,30.673521850899743,3.3598863576583042,0.0,0.0,0.0,0.0,0.0,0.0,21.14391143911439,0.0,47.0,47.0,16220.3663003663,0.0,0.0,0.0,0.0,0.0
26,aggregation_10ms_window,1701375154724,113.17058468957204,43.32692307692308,5.218079140376406,0.0,0.0,0.0,0.0,0.0,0.0,77.17307692307692,389.0,38.0,38.0,114.0,155326.0,0.0,0.0,0.0,0.0
27,aggregation_25ms_window,1701375154725,79.73477554710915,43.29090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.26363636363637,371.0,28.0,28.0,28191.867256637168,214363.0,0.0,0.0,0.0,0.0
28,baseline,1701375154726,10093.15327274584,43.1154852780807,0.3131003442687629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,269.0,269.0,0.0,16506.0,0.0,0.0,0.0,0.0
29,aggregation_100ms_window,1701375154736,38.027272422689045,42.03703703703704,15.800812505318964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,262.0,262.0,115.0,307151.0,0.0,0.0,0.0,0.0
30,aggregation_50ms_window,1701375154741,0.21175224986765484,38.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,100.0,100.0,0.0,245864.0,0.0,0.0,0.0,0.0
31,aggregation_5ms_window,1701375169715,2.5767824324068282,30.673521850899743,3.6384440895248145,0.0,0.0,0.0,0.0,0.0,0.0,21.14391143911439,0.0,47.0,47.0,16220.3663003663,0.0,0.0,0.0,0.0,0.0
32,aggregation_10ms_window,1701375169733,128.01863742258084,43.32692307692308,5.381737609919452,0.0,0.0,0.0,0.0,0.0,0.0,77.17307692307692,389.0,38.0,38.0,0.0,155326.0,0.0,0.0,0.0,0.0
33,aggregation_25ms_window,1701375169738,90.05465307589024,43.29090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.26363636363637,371.0,28.0,28.0,28191.867256637168,214363.0,0.0,0.0,0.0,0.0
34,baseline,1701375169740,10102.886354408887,43.08815426997245,0.27524415576329825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,269.0,269.0,0.0,16506.0,0.0,0.0,0.0,0.0
35,aggregation_100ms_window,1701375169772,42.958252904886265,42.03703703703704,18.116502950248826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,262.0,262.0,0.0,307151.0,0.0,0.0,0.0,0.0
36,aggregation_50ms_window,1701375169774,0.15147785583095072,38.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,100.0,100.0,0.0,245864.0,0.0,0.0,0.0,0.0
37,aggregation_5ms_window,1701375198295,2.646223294548002,30.673521850899743,4.282121251294178,0.0,0.0,0.0,0.0,0.0,0.0,21.14391143911439,0.0,47.0,47.0,16220.3663003663,0.0,0.0,0.0,0.0,0.0
