ID,StreamId,Timestamp,RecordSendRate,RecordsPerRequestAvg,ProcessLatencyAvg,ProcessRate
1,level_3,1701011138007,0.0,0.0,0.0,0.0
2,level_4,1701011138018,0.0,0.0,0.0,0.0
3,level_5,1701011138020,0.0,0.0,0.0,0.0
4,level_1,1701011138036,0.0,0.0,0.0,0.0
5,level_2,1701011138045,0.0,0.0,0.0,0.0
6,level_3,1701011198426,0.0,0.0,0.0,86.72012517113241
7,level_4,1701011198829,0.0,0.0,5.268739706459782,0.0
8,level_5,1701011198835,36.4753498805286,23.375,0.0,0.0
9,level_1,1701011198836,1817.6993455539998,39.7029702970297,0.0,1818.2914507349826
10,level_2,1701011198843,2083.4446580430745,42.28202182653647,1.5190765266979083,0.0
11,level_3,1701011258441,84.47780814335628,39.817460317460316,0.0,64.87523992322457
12,level_4,1701011258503,77.2530750410564,38.099173553719005,8.965584550499857,0.0
13,level_5,1701011258537,17.798690671031096,11.796610169491526,0.0,0.0
14,level_1,1701011258580,1229.2304619890826,38.26183282980866,0.0,816.8992845533904
15,level_2,1701011258627,1637.8659425089415,41.06117455138662,0.7661802337076968,0.0
16,level_3,1701011318496,122.75807963039641,41.59124087591241,0.0,56.398027458152946
17,level_4,1701011318662,108.58702692699175,41.910714285714285,25.37720404957231,0.0
18,level_5,1701011318679,35.09727626459144,12.18918918918919,0.0,0.0
19,level_1,1701011318721,1165.2199940137684,39.15397082658023,0.0,1565.6495447278792
20,level_2,1701011318723,1421.517223070286,41.95679886685552,0.5258860408783963,0.0
21,level_3,1701011378273,123.96402750837593,43.63478260869565,0.0,47.457246356462896
22,level_4,1701011379893,72.8786496350365,41.90163934426229,15.215378131867006,0.0
23,level_5,1701011382573,18.77529516009292,10.181818181818182,0.0,0.0
24,level_1,1701011383850,534.7639240686456,38.00856531049251,0.0,513.8875782454154
25,level_2,1701011383995,590.793056501021,40.943005181347154,1.043653801615912,0.0
26,level_3,1701011438203,60.390670246933084,37.83695652173913,0.0,14.822065300985805
27,level_4,1701011438411,120.78156480859637,40.528169014084504,9.275401507895658,0.0
28,level_5,1701011438446,22.8667398746851,10.114285714285714,0.0,0.0
29,level_1,1701011438462,1085.707581953476,39.581203007518795,0.0,1173.3591853006196
30,level_2,1701011438483,1035.5514582634933,41.93522626441881,0.487931843329577,0.0
31,level_3,1701011497974,23.65970299521772,37.65,0.0,14.851298309178745
32,level_4,1701011498014,20.562583030092995,37.473684210526315,68.21222593672518,0.0
33,level_5,1701011498030,44.645203679369246,10.785714285714286,0.0,0.0
34,level_1,1701011498038,1567.5027447006166,39.60985277463194,0.0,1597.3015144561725
35,level_2,1701011498078,1526.1798227100041,42.06797305572566,0.4760390319981044,0.0
36,level_3,1701011557980,48.97756974221433,41.6231884057971,0.0,45.31641214808586
37,level_4,1701011558044,31.303206583427922,43.048780487804876,113.06533230916747,0.0
38,level_5,1701011558050,35.56680431597176,9.981308411214954,0.0,0.0
39,level_1,1701011558108,2472.2678822592397,39.9035984007108,0.0,2556.167258934654
40,level_2,1701011558110,2417.4424301812837,42.3297213622291,0.3984750617600615,0.0
41,level_3,1701011618148,92.40877707700146,42.725806451612904,0.0,50.7387626213403
42,level_4,1701011618408,42.2937633077945,41.5,140.2093663673426,0.0
43,level_5,1701011618443,18.824777118615984,7.888888888888889,0.0,0.0
44,level_1,1701011618446,1798.1693132396074,39.2366474938373,0.0,1753.4016120683282
45,level_2,1701011618470,1964.5246982077406,41.60928961748634,0.6868110693630209,0.0
46,level_3,1701011678013,59.4230853535575,41.15151515151515,0.0,31.341680095863808
47,level_4,1701011678064,64.83780031135608,41.648648648648646,200.29283561978198,0.0
48,level_5,1701011678066,49.555507190571056,10.763636363636364,0.0,0.0
49,level_1,1701011678068,2205.0324289449554,40.15397489539749,0.0,2280.9288943690917
50,level_2,1701011678068,2427.3591137761064,42.68928423665701,0.29881009733559744,0.0
51,level_3,1701011737888,432.3113650384915,43.512,0.0,346.8018652120359
52,level_4,1701011737892,225.9741545774125,43.056603773584904,8.910324593944566,0.0
53,level_5,1701011737893,130.63381466895552,18.051162790697674,0.0,0.0
54,level_1,1701011737894,3005.4170073589535,40.28290676416819,0.0,2787.916940712205
55,level_2,1701011737895,1832.4467633112965,42.517857142857146,0.0,0.0
56,level_3,1701011797886,521.7130449688589,43.257075471698116,0.0,284.8164738918232
57,level_4,1701011797908,432.4317240656287,43.30446194225722,3.521885878426641,0.0
58,level_5,1701011797910,144.20967360853277,17.65495867768595,0.0,0.0
59,level_1,1701011797913,0.0,0.0,0.0,0.0
60,level_2,1701011797938,0.0,0.0,0.0,0.0
61,level_3,1701011857997,644.7857621746815,43.85132382892057,0.0,426.09733576560143
62,level_4,1701011858039,188.72923951048952,42.648148148148145,8.49463849449243,0.0
63,level_5,1701011858057,80.96475830407778,11.367298578199053,0.0,0.0
64,level_1,1701011858059,0.0,0.0,0.0,0.0
65,level_2,1701011858075,0.0,0.0,0.0,0.0
66,level_3,1701011917892,87.83539094650206,43.145161290322584,0.0,96.41722111713194
67,level_4,1701011917905,222.2982216142271,42.47159090909091,9.505745944216587,0.0
68,level_5,1701011917909,72.76119402985074,10.387409200968523,0.0,0.0
69,level_1,1701011917912,0.0,0.0,0.0,0.0
70,level_2,1701011917914,0.0,0.0,0.0,0.0
71,level_3,1701011977887,175.63810544650633,43.300411522633745,0.0,247.9132269308384
72,level_4,1701011977891,210.8644090130452,43.25,7.1967386510448135,0.0
73,level_5,1701011977892,79.8831640797473,10.5,0.0,0.0
74,level_1,1701011977893,0.0,0.0,0.0,0.0
75,level_2,1701011977894,0.0,0.0,0.0,0.0
76,level_3,1701012037908,245.2973196444567,43.20845921450151,0.0,192.57873250388803
77,level_4,1701012037919,150.61023987575754,43.310679611650485,2.7674354088149498,0.0
78,level_5,1701012037921,61.5402968795269,8.597619047619048,0.0,0.0
79,level_1,1701012037922,0.0,0.0,0.0,0.0
80,level_2,1701012037923,0.0,0.0,0.0,0.0
81,level_3,1701012097879,463.3254004901787,43.50330033003301,0.0,518.3089622063831
82,level_4,1701012097880,330.8241584297724,43.64269141531322,13.791642671655106,0.0
83,level_5,1701012097880,68.42285323297982,9.411764705882353,0.0,0.0
84,level_1,1701012097880,0.0,0.0,0.0,0.0
85,level_2,1701012097881,0.0,0.0,0.0,0.0
86,level_3,1701012157891,185.29099366369996,42.81434599156118,0.0,231.32319960129578
87,level_4,1701012157896,122.33221665976588,42.76315789473684,7.071053625270128,0.0
88,level_5,1701012157904,64.49348559297368,8.905437352245864,0.0,0.0
89,level_1,1701012157905,0.0,0.0,0.0,0.0
