ID,StreamId,Timestamp,RecordSendRate,RecordsPerRequestAvg,ProcessLatencyAvg,ProcessRate
1,level_3,1701010181089,0.0,0.0,0.0,0.0
2,level_4,1701010181131,0.0,0.0,0.0,0.0
3,level_5,1701010181170,0.0,0.0,0.0,0.0
4,level_1,1701010181179,0.0,0.0,0.0,0.0
5,level_2,1701010181199,0.0,0.0,0.0,0.0
6,level_3,1701010240896,4.500703234880451,43.93103448275862,0.0,0.0
7,level_4,1701010240901,2.6002269288956126,43.577586206896555,0.0,0.0
8,level_5,1701010240903,154.33679875445733,42.68055555555556,2.110904457286898,167.4116485025028
9,level_1,1701010240905,167.4312694638851,40.48582995951417,0.0,0.0
10,level_2,1701010240906,222.67251553140795,42.3728813559322,1.6868342579515998,167.484549550304
11,level_3,1701010300919,0.0,0.0,0.0,0.0
12,level_4,1701010300922,0.0,0.0,0.0,0.0
13,level_5,1701010300924,0.0,0.0,0.0,0.0
14,level_1,1701010300926,0.0,0.0,0.0,0.0
15,level_2,1701010300926,0.0,0.0,0.0,0.0
