ID,StreamId,Timestamp,RecordSendRate,RecordsPerRequestAvg,ProcessLatencyAvg,ProcessRate,MessagesInPerSecond,BytesInPerSecond,BytesOutPerSecond,FetchRequestRate,ProduceRequestRate,RequestLatencyAvg,RequestLatencyMax,CommitLatencyAvg,CommitLatencyMax,RequestSizeAvg,RequestSizeMax,ResponseQueueTimeAvg,ResponseQueueTimeMax,ResponseSendTimeAvg,ResponseSendTimeMax
1,generalization_buckets,1701105447719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,conditional_range,1701105447724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,generalization,1701105447726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,conditional_regex,1701105447728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,shuffling,1701105447729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,aggregation_average,1701105447730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,k_anonymization,1701105447731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,baseline,1701105447733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,conditional_match,1701105447734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,univariate_microaggregation,1701105447735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,basic_tuple,1701105447736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,generalization_buckets,1701105462719,8041.164658634539,42.10597675705589,0.1812733817952292,0.0,0.0,0.0,0.0,0.0,0.0,0.6842833425567239,0.0,0.0,0.0,142.33333333333334,16534.0,0.0,0.0,0.0,0.0
13,conditional_range,1701105462723,6860.174670548234,43.00055718066583,0.1711457823342332,0.0,0.0,0.0,0.0,0.0,0.0,0.6395041092074105,0.0,0.0,0.0,16333.045543175487,0.0,0.0,0.0,0.0,0.0
14,generalization,1701105462725,8485.422430304321,41.96053670086819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0
15,conditional_regex,1701105462727,7487.9049333051025,43.1219326322207,0.18231059668457075,6285.850796684371,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,16259.739640463133,118.0,0.0,0.0,0.0,0.0
16,shuffling,1701105462729,0.0,0.0,5.885373593123793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
17,aggregation_average,1701105462731,0.0,0.0,0.0,23.2434114039376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0
18,k_anonymization,1701105462733,0.0,0.0,2.1373153457348226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0
19,baseline,1701105462735,8737.011688369405,43.13582007679649,0.1475988218179355,8730.745300208879,0.0,0.0,0.0,0.0,0.0,0.5136588041689523,18.0,0.0,0.0,0.0,16506.0,0.0,0.0,0.0,0.0
20,conditional_match,1701105462736,7492.2339809403475,43.16699529804338,0.21308680563891771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0
21,univariate_microaggregation,1701105462737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,128.0,0.0,0.0,0.0,0.0
22,basic_tuple,1701105462738,5528.465401537709,42.99896301417214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16315.047125841533,0.0,0.0,0.0,0.0,0.0
23,generalization_buckets,1701105477717,18923.26615573848,42.04153703859413,0.10387239433689684,0.0,0.0,0.0,0.0,0.0,0.0,0.46998234255444377,0.0,0.0,0.0,142.33333333333334,16534.0,0.0,0.0,0.0,0.0
24,conditional_range,1701105477719,16668.05567130594,42.994109806956445,0.099464122039296,0.0,0.0,0.0,0.0,0.0,0.0,0.4568984049185262,0.0,0.0,0.0,16363.376010318143,0.0,0.0,0.0,0.0,0.0
25,generalization,1701105477719,19016.468261514474,41.92169028255219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0
26,conditional_regex,1701105477720,18947.64764954431,43.04593000731781,0.10125138041120625,16668.889185224696,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,16269.48342945683,118.0,0.0,0.0,0.0,0.0
27,shuffling,1701105477722,0.0,0.0,8.29635629513308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
28,aggregation_average,1701105477723,0.0,0.0,0.0,34.420682412948175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0
29,k_anonymization,1701105477724,0.0,0.0,3.3166508830326973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0
30,baseline,1701105477725,16668.889185224696,43.068176924070805,0.09493256184758933,16668.889185224696,0.0,0.0,0.0,0.0,0.0,0.3992850682630604,18.0,0.0,0.0,0.0,16506.0,0.0,0.0,0.0,0.0
31,conditional_match,1701105477726,18876.47236484446,43.068176924070805,0.11741327683059706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0
32,univariate_microaggregation,1701105477727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,128.0,0.0,0.0,0.0,0.0
33,basic_tuple,1701105477728,16668.889185224696,42.990413137870256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16362.51078734743,0.0,0.0,0.0,0.0,0.0
34,generalization_buckets,1701105492717,26422.871637689586,42.04153703859413,0.10387239433689684,0.0,0.0,0.0,0.0,0.0,0.0,0.46998234255444377,0.0,38.0,38.0,142.33333333333334,16534.0,0.0,0.0,0.0,0.0
35,conditional_range,1701105492719,22224.691632403603,42.994109806956445,0.099464122039296,0.0,0.0,0.0,0.0,0.0,0.0,0.4568984049185262,0.0,8.0,8.0,16363.376010318143,0.0,0.0,0.0,0.0,0.0
36,generalization,1701105492720,26604.943198446268,41.92169028255219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,105.0,0.0,0.0,0.0,0.0,0.0
37,conditional_regex,1701105492721,26470.43252686749,43.04593000731781,0.10125138041120625,22225.679550152247,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,5.0,16269.48342945683,118.0,0.0,0.0,0.0,0.0
38,shuffling,1701105492722,0.03097221792052529,42.483333333333334,9.391685342426724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,134.33333333333334,0.0,0.0,0.0,0.0,0.0
39,aggregation_average,1701105492723,79.02000310125601,42.483333333333334,0.0,59.09808192385482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,27546.25806451613,0.0,0.0,0.0,0.0,0.0
40,k_anonymization,1701105492724,0.0,0.0,4.30111060558792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,106.0,0.0,0.0,0.0,0.0,0.0
41,baseline,1701105492724,22226.66755573337,43.068176924070805,0.09493256184758933,22226.173541963017,0.0,0.0,0.0,0.0,0.0,0.3992850682630604,18.0,5.0,5.0,0.0,16506.0,0.0,0.0,0.0,0.0
42,conditional_match,1701105492725,26333.113890717577,43.068176924070805,0.11741327683059706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,34.0,34.0,0.0,142.0,0.0,0.0,0.0,0.0
43,univariate_microaggregation,1701105492726,79.49581929364783,42.483333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,15936.933333333332,128.0,0.0,0.0,0.0,0.0
44,basic_tuple,1701105492727,22226.66755573337,42.990413137870256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,16362.51078734743,0.0,0.0,0.0,0.0,0.0
