ID,StreamId,Timestamp,RecordSendRate,RecordsPerRequestAvg,ProcessLatencyAvg,ProcessRate,MessagesInPerSecond,BytesInPerSecond,BytesOutPerSecond,FetchRequestRate,ProduceRequestRate,RequestLatencyAvg,RequestLatencyMax,CommitLatencyAvg,CommitLatencyMax,RequestSizeAvg,RequestSizeMax,ResponseQueueTimeAvg,ResponseQueueTimeMax,ResponseSendTimeAvg,ResponseSendTimeMax
1,generalization_buckets,1701098813531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,conditional_range,1701098813747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,generalization,1701098813748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,conditional_regex,1701098813753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,shuffling,1701098813754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,aggregation_average,1701098813754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,k_anonymization,1701098813755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,baseline,1701098813756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,conditional_match,1701098813765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,univariate_microaggregation,1701098813795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,basic_tuple,1701098813831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,generalization_buckets,1701098828242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,conditional_range,1701098828243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,generalization,1701098828244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,conditional_regex,1701098828247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,shuffling,1701098828247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,aggregation_average,1701098828248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,k_anonymization,1701098828248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,baseline,1701098828249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,conditional_match,1701098828261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,univariate_microaggregation,1701098828271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,basic_tuple,1701098828272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,generalization_buckets,1701098843242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0
24,conditional_range,1701098843246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0
25,generalization,1701098843247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,115.0,0.0,0.0,0.0,0.0
26,conditional_regex,1701098843248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,118.0,0.0,0.0,0.0,0.0
27,shuffling,1701098843252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0
28,aggregation_average,1701098843256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
29,k_anonymization,1701098843276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,116.0,0.0,0.0,0.0,0.0
30,baseline,1701098843277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0
31,conditional_match,1701098843337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0
32,univariate_microaggregation,1701098843337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,128.0,0.0,0.0,0.0,0.0
33,basic_tuple,1701098843338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,112.0,0.0,0.0,0.0,0.0
34,generalization_buckets,1701098858645,88.960866092821,35.175438596491226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0
35,conditional_range,1701098858653,76.76034382933238,33.46601941747573,0.0,75.91413174186077,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,16517.0,0.0,0.0,0.0,0.0
36,generalization,1701098858654,116.4610825460348,36.784,8.008350498349957,0.0,0.0,0.0,0.0,0.0,0.0,24.08,185.0,0.0,0.0,14070.629921259842,16513.0,0.0,0.0,0.0,0.0
37,conditional_regex,1701098858688,84.34217553854371,33.839285714285715,8.873407620342428,0.0,0.0,0.0,0.0,0.0,0.0,26.508928571428573,380.0,0.0,0.0,12097.85593220339,16519.0,0.0,0.0,0.0,0.0
38,shuffling,1701098858690,0.0,0.0,57.1694039467477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0
39,aggregation_average,1701098858699,0.0,0.0,54.402430376449985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
40,k_anonymization,1701098858804,0.0,0.0,15.410096063482536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,116.0,0.0,0.0,0.0,0.0
41,baseline,1701098858804,165.0461729710531,39.973118279569896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.97849462365591,0.0,0.0,0.0,116.5,0.0,0.0,0.0,0.0,0.0
42,conditional_match,1701098858806,81.2370950911392,35.52427184466019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0
43,univariate_microaggregation,1701098858807,0.0,0.0,60.27512426809302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,128.0,0.0,0.0,0.0,0.0
44,basic_tuple,1701098858807,77.39610373245293,33.380434782608695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11886.765306122448,112.0,0.0,0.0,0.0,0.0
45,generalization_buckets,1701098873216,270.2734420842624,38.20142180094787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0
46,conditional_range,1701098873217,282.932571044224,38.85912240184758,0.0,282.05818059525814,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,16519.0,0.0,0.0,0.0,0.0
47,generalization,1701098873217,310.1546887721116,38.35697940503432,4.670040633917487,0.0,0.0,0.0,0.0,0.0,0.0,19.01388888888889,216.0,0.0,0.0,14843.62186788155,16515.0,0.0,0.0,0.0,0.0
48,conditional_regex,1701098873218,233.4146136382746,38.13186813186813,5.267687422714645,0.0,0.0,0.0,0.0,0.0,0.0,22.266483516483518,380.0,0.0,0.0,14115.035135135135,16524.0,0.0,0.0,0.0,0.0
49,shuffling,1701098873299,0.0,0.0,68.60660843016203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0
50,aggregation_average,1701098873417,0.0,0.0,65.14838003102572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
51,k_anonymization,1701098873509,0.0,0.0,20.23070083174613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,116.0,0.0,0.0,0.0,0.0
52,baseline,1701098873528,443.0669878873051,41.25077881619938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.33592534992224,0.0,0.0,0.0,116.5,0.0,0.0,0.0,0.0,0.0
53,conditional_match,1701098873599,310.0411137480362,40.06695464362851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0
54,univariate_microaggregation,1701098873806,0.0,0.0,71.90131913232504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,128.0,0.0,0.0,0.0,0.0
55,basic_tuple,1701098874064,250.40046599679627,37.68767123287671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14052.013477088949,112.0,0.0,0.0,0.0,0.0
56,generalization_buckets,1701098888354,615.2451943940979,38.13449367088607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,2442.0,2442.0,0.0,152.0,0.0,0.0,0.0,0.0
57,conditional_range,1701098888356,613.616111210123,38.62339743589744,0.0,609.6579985834261,0.0,0.0,0.0,0.0,0.0,0.0,303.0,2455.0,2455.0,0.0,16519.0,0.0,0.0,0.0,0.0
