ID,StreamId,Timestamp,RecordSendRate,RecordsPerRequestAvg,ProcessLatencyAvg,ProcessRate,MessagesInPerSecond,BytesInPerSecond,BytesOutPerSecond,FetchRequestRate,ProduceRequestRate,RequestLatencyAvg,RequestLatencyMax,CommitLatencyAvg,CommitLatencyMax,RequestSizeAvg,RequestSizeMax,ResponseQueueTimeAvg,ResponseQueueTimeMax,ResponseSendTimeAvg,ResponseSendTimeMax
1,generalization_buckets,1701102401229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,conditional_range,1701102401236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,generalization,1701102401238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,conditional_regex,1701102401240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,shuffling,1701102401242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,aggregation_average,1701102401243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,k_anonymization,1701102401244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,baseline,1701102401246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,conditional_match,1701102401247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,univariate_microaggregation,1701102401249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,basic_tuple,1701102401250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,generalization_buckets,1701102416229,2621.506842132858,42.229729729729726,0.0,2222.4197706462796,0.0,0.0,0.0,0.0,0.0,1.0004222972972974,0.0,0.0,0.0,113.0,152.0,0.0,0.0,0.0,0.0
13,conditional_range,1701102416232,2222.4197706462796,42.99226139294927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,16244.878696956708,16519.0,0.0,0.0,0.0,0.0
14,generalization,1701102416234,2222.4197706462796,41.98152812762385,0.3638735004020147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,conditional_regex,1701102416237,2620.8197924310725,43.25259515570934,0.3684094492023769,2222.370380247572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16271.952875054043,118.0,0.0,0.0,0.0,0.0
16,shuffling,1701102416240,0.0,0.0,5.62510248349411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0
17,aggregation_average,1701102416243,0.0,0.0,5.636186526169375,27.554943223483924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
18,k_anonymization,1701102416245,0.0,0.0,0.0,74.82055954312126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0
19,baseline,1701102416246,2222.222222222222,43.346337234503686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,16234.970613656007,0.0,0.0,0.0,0.0,0.0
20,conditional_match,1701102416246,2620.339071875901,43.346337234503686,0.3678400410098756,0.0,0.0,0.0,0.0,0.0,0.0,0.9748591244039878,0.0,0.0,0.0,16294.887781629117,0.0,0.0,0.0,0.0,0.0
21,univariate_microaggregation,1701102416248,0.0,0.0,5.876327806109216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,basic_tuple,1701102416249,2222.2716060356897,42.99226139294927,0.37828700887445094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,102.0,16503.0,0.0,0.0,0.0,0.0
23,generalization_buckets,1701102431227,1881.6799638717448,42.229729729729726,0.0,1666.8055671305942,0.0,0.0,0.0,0.0,0.0,1.0004222972972974,0.0,0.0,0.0,113.0,152.0,0.0,0.0,0.0,0.0
24,conditional_range,1701102431229,1666.8611337989432,42.99226139294927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,16244.878696956708,16519.0,0.0,0.0,0.0,0.0
25,generalization,1701102431229,1666.9167041722926,41.98152812762385,0.3638735004020147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,conditional_regex,1701102431230,1881.5029445521081,43.25259515570934,0.3684094492023769,1666.944490748458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16271.952875054043,118.0,0.0,0.0,0.0,0.0
27,shuffling,1701102431231,0.0,0.0,7.816474995150737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0
28,aggregation_average,1701102431232,0.0,0.0,7.688578246307708,38.92380269716115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
29,k_anonymization,1701102431233,0.0,0.0,0.0,96.96777742586141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0
30,baseline,1701102431234,1667.0000666800026,43.346337234503686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,16234.970613656007,0.0,0.0,0.0,0.0,0.0
31,conditional_match,1701102431235,1881.3967489464178,43.346337234503686,0.3678400410098756,0.0,0.0,0.0,0.0,0.0,0.0,0.9748591244039878,0.0,0.0,0.0,16294.887781629117,0.0,0.0,0.0,0.0,0.0
32,univariate_microaggregation,1701102431236,0.0,0.0,7.898683434847505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,basic_tuple,1701102431237,1667.0278560354743,42.99226139294927,0.37828700887445094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,102.0,16503.0,0.0,0.0,0.0,0.0
34,generalization_buckets,1701102446227,2621.6442953020137,42.229729729729726,0.0,2222.5185580299594,0.0,0.0,0.0,0.0,0.0,1.0004222972972974,0.0,30.0,30.0,113.0,152.0,0.0,0.0,0.0,0.0
35,conditional_range,1701102446228,2222.6173541963017,42.99226139294927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,6.0,16244.878696956708,16519.0,0.0,0.0,0.0,0.0
36,generalization,1701102446229,2222.666755573337,41.98152812762385,0.3638735004020147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
37,conditional_regex,1701102446230,2621.3006894020814,43.25259515570934,0.3684094492023769,2222.716159146477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,16271.952875054043,118.0,0.0,0.0,0.0,0.0
38,shuffling,1701102446232,72.46961385393138,42.79365079365079,9.862117878510057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,204.0,0.0,0.0,0.0,0.0
39,aggregation_average,1701102446233,61.59146476994888,42.63076923076923,9.724629580372467,67.79284285396754,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,5.0,0.0,818045.0,0.0,0.0,0.0,0.0
40,k_anonymization,1701102446234,0.0,0.0,0.0,156.45699044232052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,116.0,0.0,0.0,0.0,0.0
41,baseline,1701102446235,2222.7655649158683,43.346337234503686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,7.0,7.0,16234.970613656007,0.0,0.0,0.0,0.0,0.0
42,conditional_match,1701102446236,2621.0258695253324,43.346337234503686,0.3678400410098756,0.0,0.0,0.0,0.0,0.0,0.0,0.9748591244039878,0.0,44.0,44.0,16294.887781629117,0.0,0.0,0.0,0.0,0.0
43,univariate_microaggregation,1701102446237,0.027430326969497473,42.63076923076923,9.853459870504802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,818061.0,0.0,0.0,0.0,0.0
44,basic_tuple,1701102446237,2222.8643830439905,42.99226139294927,0.37828700887445094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,58.0,58.0,102.0,16503.0,0.0,0.0,0.0,0.0
45,generalization_buckets,1701102461227,1881.6799638717448,42.229729729729726,0.0,1666.8333500016668,0.0,0.0,0.0,0.0,0.0,1.0004222972972974,0.0,30.0,30.0,113.0,152.0,0.0,0.0,0.0,0.0
46,conditional_range,1701102461228,1666.8889185224698,42.99226139294927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,6.0,16244.878696956708,16519.0,0.0,0.0,0.0,0.0
